|song_id|word
0|0|Meine
1|0|Ho
2|0|mein
3|0|Ho
4|0|mein
5|0|Ho
6|0|mein
7|0|Ho
8|0|mein
9|0|oh
10|0|ah
11|0|yeah
12|0|Meine
13|0|Ho
14|0|mein
15|0|Ho
16|0|mein
17|0|Ho
18|0|mein
19|0|Ho
20|0|mein
21|0|yeah
22|0|ah
23|0|Deine
24|0|Ho
25|0|reden
26|0|schon
27|0|wieder
28|0|über
29|0|Präservative
30|0|ich
31|0|habn
32|0|mit
33|0|mein
34|0|Ho
35|0|ein
36|0|Gespräch
37|0|über
38|0|Nietzscher
39|0|Dicka
40|0|ich
41|0|geben
42|0|mein
43|0|Ho
44|0|ein
45|0|zärtlich
46|0|Kuss
47|0|und
48|0|danach
49|0|werden
50|0|in
51|0|der
52|0|motherfucking
53|0|Stern
54|0|gucken
55|0|yes
56|0|und
57|0|dann
58|0|spreizen
59|0|sie
60|0|der
61|0|Wange
62|0|und
63|0|sprechen
64|0|von
65|0|Teilche
66|0|und
67|0|Quante
68|0|manchmal
69|0|reduziern
70|0|ich
71|0|sie
72|0|auf
73|0|ihr
74|0|nice
75|0|Gedanke
76|0|manchmal
77|0|geben
78|0|es
79|0|nichts
80|0|zu
81|0|sehn
82|0|und
83|0|wir
84|0|sein
85|0|weitergehen
86|0|wie
87|0|bei
88|0|ein
89|0|Passant
90|0|oder
91|0|ein
92|0|Passantin
93|0|mein
94|0|Ho
95|0|lieben
96|0|mich
97|0|nicht
98|0|nur
99|0|weil
100|0|ich
101|0|sich
102|0|sexy
103|0|beweg
104|0|doch
105|0|ich
106|0|tanz
107|0|in
108|0|Hintergrund
109|0|wenn
110|0|sie
111|0|ein
112|0|Rap-Video
113|0|drehen
114|0|sie
115|0|nehmen
116|0|der
117|0|Rechnungsbeleg
118|0|und
119|0|zahlen
120|0|wie
121|0|ein
122|0|Boss
123|0|Eh
124|0|mein
125|0|Ho
126|0|haben
127|0|nicht
128|0|nur
129|0|Haar
130|0|an
131|0|Kopf
132|0|mein
133|0|Ho
134|0|sein
135|0|kein
136|0|Engel
137|0|sie
138|0|haben
139|0|n
140|0|Menge
141|0|Laster
142|0|mein
143|0|Ho
144|0|bestehen
145|0|zu
146|0|50
147|0|Prozent
148|0|aus
149|0|Wasser
150|0|Deine
151|0|Ho
152|0|sein
153|0|dünn
154|0|wie
155|0|ein
156|0|Wendecover
157|0|mein
158|0|Ho
159|0|sein
160|0|gesund
161|0|bäm
162|0|du
163|0|Bastard
164|0|mein
165|0|Ho
166|0|reinigen
167|0|der
168|0|Wohnung
169|0|mit
170|0|Schwamm
171|0|und
172|0|Seife
173|0|aha
174|0|nicht
175|0|weil
176|0|sie
177|0|ein
178|0|Frau
179|0|sondern
180|0|an
181|0|der
182|0|Reihe
183|0|sein
184|0|haha
185|0|und
186|0|sie
187|0|anbräen
188|0|uns
189|0|der
190|0|Fleischspieße
191|0|an
192|0|uuuh
193|0|doch
194|0|nicht
195|0|weil
196|0|sie
197|0|es
198|0|muss
199|0|sondern
200|0|weil
201|0|sie
202|0|es
203|0|können
204|0|Kommen
205|0|sie
206|0|auf
207|0|der
208|0|Party
209|0|hören
210|0|du
211|0|jeder
212|0|Obstbauer
213|0|schwärmen
214|0|denn
215|0|sie
216|0|schütteln
217|0|sie
218|0|schütteln
219|0|sie
220|0|schütteln
221|0|Jokes
222|0|aus
223|0|der
224|0|Ärmel
225|0|mein
226|0|Ho
227|0|sein
228|0|mal
229|0|n
230|0|Slut
231|0|aber
232|0|sie
233|0|schämen
234|0|sich
235|0|nicht
236|0|mein
237|0|Ho
238|0|geben
239|0|ein
240|0|Fick
241|0|auf
242|0|eur
243|0|Ehrbegriff
244|0|sie
245|0|freuen
246|0|sich
247|0|mit
248|0|uns
249|0|über
250|0|Emanzipation
251|0|wenn
252|0|mein
253|0|Bruder
254|0|schrein
255|0|Jaa
256|0|endlich
257|0|Gefühl
258|0|zeigen
259|0|endlich
260|0|mit
261|0|der
262|0|Bügeleisen
263|0|durch
264|0|der
265|0|Küche
266|0|grinden
267|0|ohne
268|0|dass
269|0|es
270|0|überpeinlich
271|0|sein
272|0|wie
273|0|in
274|0|frühren
275|0|Zeit
276|0|mein
277|0|Ho
278|0|haben
279|0|ein
280|0|männlich
281|0|Freundeskreis
282|0|ich
283|0|einsperr
284|0|sie
285|0|nicht
286|0|in
287|0|Grenze
288|0|und
289|0|Zaun
290|0|ein
291|0|nur
292|0|weil
293|0|ein
294|0|Großteil
295|0|scheinbar
296|0|denken
297|0|dass
298|0|ein
299|0|Treueeid
300|0|in
301|0|ein
302|0|Gefängnis
303|0|bedeutsam
304|0|sein
305|0|wir
306|0|haben
307|0|einvernehmlich
308|0|Sex
309|0|ah
310|0|einvernehmlich
311|0|Sex
312|0|durch
313|0|einvernehmlich
314|0|Peitschenschlag
315|0|werden
316|0|kein
317|0|Regel
318|0|verletzen
319|0|ich
320|0|würgen
321|0|sie
322|0|mit
323|0|zwei
324|0|Ding
325|0|Leinentape
326|0|und
327|0|Respekt
328|0|sie
329|0|muss
330|0|nur
331|0|ein
332|0|Zeichen
333|0|geben
334|0|der
335|0|Machtverteilung
336|0|drehen
337|0|sich
338|0|komplett
339|0|es
340|0|sein
341|0|ein
342|0|zeitgemäß
343|0|Konzept
344|0|wir
345|0|sein
346|0|so
347|0|zeitgemäß
348|0|mein
349|0|Ho
350|0|sein
351|0|kein
352|0|Zahl
353|0|zwischen
354|0|eins
355|0|und
356|0|zehn
357|0|Bitch
358|0|mein
359|0|Ho
360|0|sein
361|0|außerdem
362|0|kein
363|0|Austauschware
364|0|Punkt
365|0|du
366|0|willst
367|0|wissen
368|0|wie
369|0|sie
370|0|aussehen
371|0|ja
372|0|Auge
373|0|Nase
374|0|Mund
375|0|sie
376|0|muss
377|0|sich
378|0|bücken
379|0|denn
380|0|sonst
381|0|können
382|0|sie
383|0|ja
384|0|auch
385|0|nix
386|0|hochheben
387|0|mein
388|0|Ho
389|0|werden
390|0|ficken
391|0|von
392|0|Leben
393|0|mein
394|0|Ho
395|0|sein
396|0|schön
397|0|ohne
398|0|der
399|0|Gebrauch
400|0|von
401|0|Glitzernägeln
402|0|denn
403|0|man
404|0|können
405|0|ihr
406|0|der
407|0|Schicksalsschlag
408|0|in
409|0|Gesicht
410|0|ablesen
411|0|Mal
412|0|entsprechen
413|0|sie
414|0|der
415|0|Erscheinung
416|0|ein
417|0|Stripper-Mädchen
418|0|Mal
419|0|eher
420|0|der
421|0|von
422|0|ein
423|0|Grizzly-Bären
424|0|oder
425|0|Grizzly-Bärin
426|0|doch
427|0|der
428|0|Mischung
429|0|zählen
430|0|sie
431|0|sein
432|0|nicht
433|0|so
434|0|wie
435|0|der
436|0|anderr
437|0|aber
438|0|nichts
439|0|gegen
440|0|der
441|0|anderr
442|0|ich
443|0|sein
444|0|stolz
445|0|auf
446|0|mein
447|0|Ho
448|0|sie
449|0|sein
450|0|richtig
451|0|korrekt
452|0|und
453|0|weil
454|0|sie
455|0|Kunst
456|0|gut
457|0|finden
458|0|ohne
459|0|Sittengesetz
460|0|und
461|0|ein
462|0|beschissn
463|0|Text
464|0|noch
465|0|lang
466|0|nicht
467|0|ihr
468|0|Gewissen
469|0|ersetzen
470|0|Hört
471|0|sie
472|0|verdammt
473|0|gerne
474|0|sexistisch
475|0|Rap
476|0|tja
477|1|also
478|1|jetzt
479|1|mal
480|1|ganz
481|1|spekulativ
482|1|Annehmen
483|1|ich
484|1|schriebe
485|1|mal
486|1|ein
487|1|Lied
488|1|in
489|1|der
490|1|Inhalt
491|1|ich
492|1|besänge
493|1|dass
494|1|ich
495|1|höchstpersönlich
496|1|fänden
497|1|Jürgen
498|1|Elsässer
499|1|sein
500|1|Antisemit
501|1|und
502|1|in
503|1|zweiter
